RefSoil_ID,CDS_count,Coding Density,rRNA_count,Membrane_trans_count,Membrane_trans_density,TranscriptionFactor_Count,TranscriptionFactor_density,MAC_count,MAC_density,AntiBioticRelated_Count,AntiBioticRelated_Density,G/C Content,Genome_Size
RefSoil_13,3251,0.0008509749434864686,10,78,0.023992617656105813,63,0.01937865272223931,24,0.007382343894186404,2,0.0006151953245155337,0.6249768344255618,3820324
RefSoil_14,3423,0.0008863730820173468,4,37,0.010809231668127374,20,0.0058428279287175,33,0.009640666082383873,1,0.00029214139643587495,0.6018517247763675,3861805
RefSoil_15,4512,0.0009226703289916842,2,25,0.005540780141843972,27,0.005984042553191489,0,0.0,2,0.0004432624113475177,0.6844305925743852,4890154
RefSoil_16,1833,0.000890576216902194,2,0,0.0,0,0.0,0,0.0,0,0.0,0.42074697626782004,2058218
RefSoil_17,2808,0.0009546143432844853,12,77,0.027421652421652423,83,0.02955840455840456,2,0.0007122507122507123,3,0.0010683760683760685,0.3757158757668701,2941502
RefSoil_18,3876,0.0009262664650674948,22,82,0.021155830753353973,133,0.03431372549019608,38,0.00980392156862745,2,0.0005159958720330237,0.305433260183136,4184541
RefSoil_19,5266,0.0009165933154134061,8,200,0.0379794910748196,165,0.03133308013672617,19,0.0036080516521078618,8,0.0015191796429927839,0.5831223596377281,5745187
RefSoil_20,7942,0.0008600920846511684,12,86,0.01082850667338202,89,0.011206245278267439,0,0.0,10,0.0012591286829513977,0.6982848516254516,9233895
RefSoil_21,4729,0.0009408793889715565,14,136,0.028758722774370905,93,0.01966589130894481,8,0.0016916895749629942,5,0.0010573059843518714,0.5156912379636974,5026149
RefSoil_22,3124,0.0009975164267709909,12,31,0.009923175416133162,22,0.007042253521126761,2,0.0006402048655569782,2,0.0006402048655569782,0.36926563760266534,3131778
RefSoil_23,6094,0.0008345727299868254,8,106,0.017394158188382015,73,0.01197899573350837,2,0.0003281916639317361,2,0.0003281916639317361,0.4075882573672202,7301940
RefSoil_24,5151,0.0008754903493803072,8,149,0.028926422053970103,154,0.029897107357794602,23,0.0044651523975927,3,0.0005824111822947001,0.6614855631624391,5883560
RefSoil_25,998,0.0008343616548117085,2,10,0.01002004008016032,5,0.00501002004008016,0,0.0,1,0.001002004008016032,0.3870184027742943,1196124
RefSoil_26,2704,0.0008654705419945256,20,85,0.03143491124260355,69,0.02551775147928994,0,0.0,0,0.0,0.28160023710820176,3124312
RefSoil_27,4861,0.0008347377281876902,6,55,0.011314544332441884,43,0.008845916478090929,2,0.0004114379757251594,1,0.0002057189878625797,0.4215396334709738,5823386
RefSoil_28,3444,0.0008303697363503755,6,47,0.01364692218350755,26,0.007549361207897794,3,0.0008710801393728223,0,0.0,0.40972742944629964,4147550
RefSoil_29,4288,0.0008342995162502595,4,126,0.029384328358208957,89,0.020755597014925374,19,0.004430970149253731,3,0.0006996268656716418,0.6426503329707269,5139641
RefSoil_30,5470,0.0009944440212552865,24,58,0.01060329067641682,61,0.011151736745886655,8,0.0014625228519195613,4,0.0007312614259597807,0.3505598792559523,5500561
RefSoil_31,5354,0.0010115944137466498,22,165,0.030818079940231603,144,0.026895778856929398,11,0.002054538662682107,7,0.001307433694434068,0.3494008183069492,5292635
RefSoil_32,6312,0.0008811544351579502,10,159,0.025190114068441065,89,0.014100126742712294,42,0.006653992395437262,8,0.0012674271229404308,0.625233794897066,7163330
RefSoil_33,3527,0.0009594903030814138,14,47,0.013325772611284377,37,0.010490501842925999,8,0.0022682166146867026,4,0.0011341083073433513,0.3524079751680536,3675910
RefSoil_34,3847,0.0008087264251096626,4,46,0.011957369378736678,45,0.011697426566155446,13,0.0033792565635560176,2,0.0005198856251624642,0.34592510777062696,4756862
RefSoil_35,4519,0.0008697797815368792,18,75,0.0165965921664085,33,0.007302500553219739,30,0.006638636866563399,2,0.0004425757911042266,0.45322763555399526,5195568
RefSoil_36,2886,0.0008853439680957129,10,39,0.013513513513513514,21,0.007276507276507277,0,0.0,1,0.0003465003465003465,0.6219633407469898,3259750
RefSoil_37,8537,0.0009259569586744661,2,297,0.0347897387841162,223,0.026121588379992972,35,0.0040998008668150406,9,0.0010542345086095818,0.6326852285406465,9219651
RefSoil_38,4460,0.0008698501361334966,14,129,0.028923766816143497,68,0.015246636771300448,35,0.007847533632286996,4,0.0008968609865470852,0.5033809085448149,5127320
RefSoil_39,840,0.0008959875756389511,2,10,0.011904761904761904,7,0.008333333333333333,0,0.0,0,0.0,0.457421923749324,937513
RefSoil_40,2201,0.0008622368091675243,4,27,0.01226715129486597,15,0.0068150840527033164,1,0.00045433893684688776,1,0.00045433893684688776,0.5113820351530931,2552663
RefSoil_41,2796,0.0009610721110003915,12,33,0.011802575107296138,35,0.01251788268955651,17,0.006080114449213162,4,0.001430615164520744,0.2828686833827676,2909251
RefSoil_42,845,0.000899994142049963,2,5,0.005917159763313609,4,0.004733727810650888,0,0.0,0,0.0,0.4575996250911976,938895
RefSoil_43,4597,0.0009474714959888587,14,177,0.03850337176419404,124,0.026974113552316728,7,0.0015227322166630412,5,0.0010876658690450293,0.5140895421365121,4851861
RefSoil_44,4786,0.0007510906586512665,10,147,0.030714584203928124,83,0.01734224822398663,0,0.0,4,0.0008357709987463436,0.4233114623559357,6372067
RefSoil_45,5452,0.0009921887881211052,26,164,0.03008070432868672,132,0.02421129860601614,12,0.0022010271460014674,6,0.0011005135730007337,0.34852687626867135,5494922
RefSoil_46,2641,0.0009275629854252143,2,61,0.023097311624384703,59,0.022340022718667172,4,0.0015145778114350624,2,0.0007572889057175312,0.500920187437264,2847246
RefSoil_47,4365,0.0009073959316648751,16,142,0.03253150057273769,103,0.023596792668957617,41,0.009392898052691867,5,0.001145475372279496,0.6403331982806666,4810469
RefSoil_48,4525,0.000959243899579777,2,46,0.01016574585635359,25,0.0055248618784530384,0,0.0,3,0.0006629834254143647,0.6123244928143623,4717257
RefSoil_49,4980,0.0008995684239199941,4,161,0.032329317269076306,125,0.025100401606425703,28,0.005622489959839358,4,0.0008032128514056225,0.642281919686242,5535988
RefSoil_50,3552,0.0009273577588018705,4,42,0.011824324324324325,19,0.005349099099099099,19,0.005349099099099099,0,0.0,0.5002024678890628,3830237
RefSoil_51,5488,0.0008867553044949348,10,113,0.020590379008746357,52,0.009475218658892129,51,0.009293002915451895,4,0.0007288629737609329,0.5719830243235623,6188855
RefSoil_52,3727,0.000795482122569132,4,45,0.012074054199087738,47,0.012610678830158305,12,0.0032197477864233967,2,0.0005366246310705661,0.3461168968129277,4685209
RefSoil_53,1934,0.0007831865162333022,6,32,0.016546018614270942,9,0.004653567735263702,0,0.0,2,0.001034126163391934,0.3433090399728841,2469399
RefSoil_54,1580,0.0010094434069609429,2,58,0.03670886075949367,7,0.004430379746835443,0,0.0,1,0.0006329113924050633,0.35526338486818776,1565219
RefSoil_55,5368,0.0010139738746835583,22,165,0.030737704918032786,143,0.02663934426229508,11,0.0020491803278688526,7,0.0013040238450074517,0.3494265796402055,5294022
RefSoil_56,3257,0.0008938951653362989,14,94,0.028860914952410194,22,0.006754682222904513,0,0.0,2,0.0006140620202640467,0.3993043700687561,3643604
RefSoil_60,4234,0.0008640950349433991,14,115,0.0271610769957487,59,0.013934813415210204,8,0.001889466225791214,2,0.0004723665564478035,0.4696481006644185,4899924
RefSoil_61,3267,0.0009048076944381053,12,22,0.006734006734006734,41,0.012549739822467095,13,0.003979185797367615,2,0.0006121824303642485,0.6782064036123623,3610712
RefSoil_62,5885,0.0009947132301761344,26,175,0.029736618521665252,158,0.026847918436703484,16,0.0027187765505522514,3,0.0005097706032285472,0.34693518458733685,5916278
RefSoil_63,4275,0.000999899659192095,14,62,0.014502923976608188,48,0.011228070175438596,11,0.0025730994152046785,7,0.0016374269005847953,0.45624427396642536,4275429
RefSoil_64,6268,0.0008541671720171128,8,121,0.019304403318442884,61,0.0097319719208679,21,0.0033503509891512446,3,0.0004786215698787492,0.6721848664144139,7338142
RefSoil_65,5985,0.0009394129649976456,6,54,0.009022556390977444,69,0.011528822055137845,0,0.0,6,0.0010025062656641604,0.6981955736932978,6371000
RefSoil_66,3219,0.0008745048819051656,6,71,0.02205653929791861,14,0.004349176762969867,0,0.0,0,0.0,0.378647573717583,3680940
RefSoil_67,2988,0.0008665669592635225,6,69,0.023092369477911646,16,0.00535475234270415,1,0.00033467202141900936,0,0.0,0.3794020397965366,3448089
RefSoil_68,4361,0.0009393554612825508,14,136,0.03118550791102958,89,0.02040816326530612,6,0.001375831231368952,5,0.0011465260261407934,0.5152034067521155,4642545
RefSoil_69,4521,0.0009445618849953597,8,82,0.0181375801813758,82,0.0181375801813758,2,0.00044238000442380006,1,0.00022119000221190003,0.638988698267948,4786346
RefSoil_70,4251,0.0009755213221744648,14,135,0.03175723359209598,152,0.03575629263702658,6,0.0014114326040931546,11,0.00258762644083745,0.4420079996879066,4357670
RefSoil_71,2305,0.0010899133601626973,2,29,0.012581344902386117,8,0.0034707158351409977,5,0.0021691973969631237,1,0.0004338394793926247,0.5135354945298644,2114847
RefSoil_73,948,0.0006242308231747669,2,15,0.015822784810126583,5,0.005274261603375527,0,0.0,0,0.0,0.27172938935344043,1518669
RefSoil_74,4821,0.0009635819585317977,4,0,0.0,0,0.0,6,0.0012445550715619166,0,0.0,0.6290695148131988,5003207
RefSoil_75,4786,0.0009560905525228525,14,136,0.028416213957375678,95,0.01984956122022566,8,0.001671541997492687,5,0.0010447137484329294,0.5148885233574959,5005802
RefSoil_76,3134,0.0009418405921274267,6,97,0.03095086151882578,80,0.025526483726866625,0,0.0,4,0.0012763241863433313,0.565128998201968,3327527
RefSoil_77,3006,0.000897107499800792,12,33,0.010978043912175649,18,0.005988023952095809,0,0.0,2,0.0006653359946773121,0.5314591963814873,3350769
RefSoil_78,4344,0.0008332906521247473,4,89,0.020488029465930018,42,0.009668508287292817,19,0.004373848987108656,3,0.0006906077348066298,0.6415509334524186,5213067
RefSoil_79,2130,0.0008493554468805926,6,28,0.013145539906103286,14,0.006572769953051643,0,0.0,0,0.0,0.6059389484899816,2507784
RefSoil_80,2579,0.0009441401442239051,10,39,0.015122140364482357,19,0.007367196587824738,0,0.0,3,0.0011632415664986429,0.323761726703827,2731586
RefSoil_81,2204,0.0008212129285146069,8,62,0.028130671506352088,25,0.011343012704174229,1,0.00045372050816696913,2,0.0009074410163339383,0.42271823714945217,2683835
RefSoil_83,3239,0.0008505913566367528,6,28,0.0086446434084594,28,0.0086446434084594,0,0.0,4,0.001234949058351343,0.6657966422256238,3807939
RefSoil_85,1434,0.0010149007817708531,2,4,0.002789400278940028,19,0.013249651324965132,0,0.0,1,0.000697350069735007,0.4644529939573062,1412946
RefSoil_86,2835,0.0009622623449603589,4,50,0.01763668430335097,28,0.009876543209876543,7,0.0024691358024691358,0,0.0,0.6525156965862937,2946182
RefSoil_87,3222,0.0009353716810562558,2,62,0.019242706393544383,56,0.01738050900062073,2,0.0006207324643078833,4,0.0012414649286157666,0.6128295719121413,3444620
RefSoil_88,6275,0.0008480410454568921,8,115,0.018326693227091632,62,0.009880478087649403,21,0.003346613545816733,3,0.00047808764940239046,0.6713890277138462,7399406
RefSoil_89,5782,0.0008869613611896266,12,133,0.023002421307506054,67,0.011587685921826357,37,0.006399169837426496,8,0.0013836042891732965,0.5977377116274161,6518886
RefSoil_90,4401,0.0009443156318675306,6,131,0.029765962281299706,93,0.021131561008861623,10,0.0022722108611679163,5,0.0011361054305839581,0.6794010880335619,4660518
RefSoil_91,3183,0.0008575546034355529,4,68,0.02136349355953503,59,0.01853597235312598,15,0.00471253534401508,2,0.0006283380458686773,0.544333256010628,3711717
RefSoil_92,4661,0.0008493219728395544,4,122,0.026174640635056853,98,0.021025531001930917,23,0.004934563398412358,2,0.00042909246942716153,0.6375933484295561,5487907
RefSoil_93,7777,0.0008852859711599625,12,343,0.04410441044104411,333,0.04281856757104282,18,0.0023145171660023146,4,0.0005143371480005143,0.6545425631652736,8784732
RefSoil_94,2172,0.0009071154688663521,4,27,0.012430939226519336,9,0.004143646408839779,0,0.0,1,0.00046040515653775324,0.5662225615320395,2394403
RefSoil_96,3620,0.0008913351634430455,4,34,0.009392265193370166,23,0.006353591160220995,18,0.004972375690607734,1,0.00027624309392265195,0.5875097843732202,4061323
RefSoil_97,3301,0.0008740064498022166,8,29,0.008785216601029992,25,0.007573462587094819,26,0.007876401090578612,1,0.0003029385034837928,0.5712210672357461,3776860
RefSoil_98,5625,0.0010093803284066004,22,56,0.009955555555555556,45,0.008,11,0.0019555555555555554,6,0.0010666666666666667,0.3480784808009581,5572726
RefSoil_99,4939,0.0010498231306282657,14,123,0.02490382668556388,79,0.01599514071674428,2,0.00040494027130998176,6,0.0012148208139299453,0.5047812758656312,4704602
RefSoil_100,2886,0.0008812916082777894,2,46,0.01593901593901594,26,0.009009009009009009,1,0.0003465003465003465,0,0.0,0.5321196590018319,3274739
RefSoil_101,3131,0.0009432751501377104,6,97,0.030980517406579366,80,0.025550942190993294,0,0.0,4,0.0012775471095496647,0.5651540722914506,3319286
RefSoil_103,5824,0.0008554612697401286,8,122,0.020947802197802196,57,0.009787087912087912,20,0.003434065934065934,2,0.00034340659340659343,0.6679319385378104,6808023
RefSoil_104,1550,0.0008661656689928337,8,9,0.005806451612903226,8,0.005161290322580645,0,0.0,0,0.0,0.2729254494002781,1789496
RefSoil_105,4482,0.000882952979306356,4,38,0.008478357875948238,40,0.00892458723784025,18,0.004016064257028112,3,0.0006693440428380187,0.7398050647853451,5076148
RefSoil_106,6306,0.0009537408465607025,6,67,0.010624801776086268,47,0.0074532191563590235,26,0.004123057405645417,8,0.0012686330478908975,0.6027486369567168,6611859
RefSoil_107,2777,0.0009351975769054356,4,51,0.018365142239827152,30,0.010803024846957148,3,0.0010803024846957148,2,0.0007202016564638099,0.5949365298209149,2969426
RefSoil_108,4673,0.0008493971425138629,4,44,0.009415792852557245,104,0.022255510378771666,0,0.0,13,0.0027819387973464582,0.6921363419647812,5501549
RefSoil_109,4777,0.0008849078839975978,2,148,0.030981787732886748,114,0.02386435001046682,27,0.005652082897215826,3,0.0006280092108017584,0.6522308311020761,5398302
RefSoil_110,4022,0.0009383535325090971,6,73,0.018150174042764793,34,0.008453505718547987,4,0.000994530084535057,3,0.0007458975634012929,0.6430871317948099,4286231
RefSoil_111,757,0.0008703710517117681,2,14,0.018494055482166448,3,0.003963011889035667,0,0.0,1,0.001321003963011889,0.4057711234570172,869744
RefSoil_112,2012,0.0010480837050071523,6,77,0.03827037773359841,7,0.0034791252485089465,0,0.0,1,0.0004970178926441351,0.31755686062466204,1919694
RefSoil_113,5417,0.0009341057941632269,12,142,0.026213771460217833,254,0.04688942218940373,35,0.0064611408528705925,1,0.00018460402436773122,0.467751967579959,5799129
RefSoil_115,2821,0.0009376264058995015,4,60,0.021269053527118043,29,0.010280042538107055,6,0.0021269053527118043,4,0.0014179369018078695,0.5503119161646992,3008661
RefSoil_116,5627,0.0009421654098879983,2,192,0.03412120135063089,150,0.02665718855518038,3,0.0005331437711036076,9,0.0015994313133108227,0.6120945775341687,5972412
RefSoil_118,3322,0.0008875570486510575,10,155,0.046658639373871165,94,0.028296207104154123,12,0.003612281757977122,2,0.0006020469596628537,0.6312280615508256,3742858
RefSoil_119,4858,0.0009573983360424802,2,100,0.02058460271716756,63,0.012968299711815562,4,0.0008233841086867024,3,0.0006175380815150268,0.6085657786655861,5074168
RefSoil_120,2549,0.0008118191181650658,8,86,0.03373872106708513,40,0.01569242840329541,1,0.00039231071008238524,3,0.0011769321302471558,0.4171626014136927,3139862
RefSoil_121,6343,0.0009061723724715605,8,122,0.019233801040517105,63,0.009932208734037521,15,0.002364811603342267,4,0.0006306164275579379,0.6274662946164532,6999772
RefSoil_122,4917,0.0008594654289339028,2,86,0.017490339637990644,130,0.026438885499288182,3,0.0006101281269066504,4,0.0008135041692088672,0.5766305109702887,5720998
RefSoil_123,5110,0.0008570388719959614,14,121,0.023679060665362035,57,0.011154598825831703,33,0.006457925636007828,5,0.0009784735812133072,0.6336762606941176,5962390
RefSoil_124,7296,0.0007884148830166725,8,61,0.008360745614035088,54,0.007401315789473684,20,0.0027412280701754384,10,0.0013706140350877192,0.6804072309834082,9254011
RefSoil_126,3254,0.0009963044270331009,2,45,0.013829133374308543,27,0.008297480024585127,0,0.0,3,0.0009219422249539029,0.6960649955451047,3266070
RefSoil_127,4117,0.0008751444934343969,14,117,0.0284187515180957,58,0.014087928102987613,8,0.0019431624969638087,2,0.00048579062424095217,0.4704693469853323,4704366
RefSoil_128,4373,0.0008850730696329669,14,117,0.02675508804024697,59,0.013491882003201464,9,0.002058083695403613,2,0.000457351932311914,0.47116104868913855,4940835
RefSoil_129,1960,0.0010228182399802952,6,78,0.03979591836734694,7,0.0035714285714285713,0,0.0,1,0.0005102040816326531,0.31861727498259645,1916274
RefSoil_130,4040,0.0009509202742793013,2,149,0.03688118811881188,93,0.02301980198019802,0,0.0,4,0.0009900990099009901,0.6489602487080195,4248516
RefSoil_131,3697,0.0008236358767500313,6,74,0.020016229375169056,68,0.018393291858263456,0,0.0,2,0.0005409791723018664,0.3836686172229681,4488634
RefSoil_132,2857,0.0008664423277547832,16,89,0.031151557577878894,76,0.026601330066503327,0,0.0,0,0.0,0.280287875994119,3297392
RefSoil_133,8990,0.0009151037207465821,8,137,0.015239154616240267,95,0.010567296996662959,0,0.0,18,0.0020022246941045607,0.6615440537954766,9824023
RefSoil_134,6031,0.0007944245124813957,4,68,0.011275078759741337,184,0.03050903664400597,0,0.0,16,0.002652959708174432,0.71928968358563,7591659
RefSoil_135,6812,0.0009073902486718162,10,132,0.019377568995889608,61,0.008954785672342924,14,0.002055196711685261,3,0.00044039929536112744,0.6552054255862737,7507244
RefSoil_136,2407,0.0008777335730356746,6,47,0.019526381387619442,15,0.0062318238471125885,0,0.0,2,0.0008309098462816784,0.5834302717801545,2742290
RefSoil_137,7446,0.000948752096658038,6,239,0.032097770615095354,241,0.03236637120601665,26,0.0034918076819769003,11,0.00147730325006715,0.6011066990613394,7848204
RefSoil_138,6682,0.0008765950435253971,12,279,0.041753965878479495,244,0.03651601316970967,18,0.0026938042502244837,7,0.0010475905417539658,0.6595043525397117,7622676
RefSoil_140,5963,0.0009008411526838887,8,97,0.01626697970820057,63,0.010565151769243669,20,0.00335401643468053,2,0.000335401643468053,0.6547377854293966,6619369
RefSoil_141,2258,0.0009529508981287894,10,84,0.03720106288751107,79,0.034986713906111605,0,0.0,2,0.0008857395925597874,0.45489604900986796,2369482
RefSoil_142,3439,0.0008638684930405709,4,47,0.013666763594068043,49,0.014248328002326258,9,0.002617039837161966,1,0.0002907822041291073,0.3973244945276606,3980930
RefSoil_143,3378,0.0008607051412226548,4,48,0.014209591474245116,48,0.014209591474245116,9,0.0026642984014209592,1,0.0002960331557134399,0.3974717487169047,3924689
RefSoil_145,4574,0.000890947378590889,10,76,0.016615653694796676,35,0.00765194578049847,0,0.0,4,0.0008745080891998251,0.6458116026125367,5133861
RefSoil_146,6963,0.0008927922317459378,12,326,0.04681889989946862,273,0.03920723825937096,22,0.00315955766192733,4,0.0005744650294413328,0.6596381877099834,7799127
RefSoil_147,2328,0.0009024770436278647,20,31,0.01331615120274914,21,0.00902061855670103,14,0.006013745704467354,3,0.001288659793814433,0.2849943420736891,2579567
RefSoil_148,5173,0.0009330917480093111,2,24,0.004639474192924802,28,0.005412719891745603,0,0.0,3,0.0005799342741156003,0.6813638688043782,5543935
RefSoil_149,3859,0.0008986678105527214,8,44,0.011401917595231926,24,0.006219227779217414,19,0.004923555325213786,4,0.0010365379632029023,0.5776105263599133,4294134
RefSoil_150,2780,0.0008761214669929116,4,43,0.015467625899280576,23,0.008273381294964029,0,0.0,2,0.0007194244604316547,0.47754513286161443,3173076
RefSoil_151,5088,0.0009492790572584306,4,47,0.009237421383647798,57,0.011202830188679245,6,0.0011792452830188679,7,0.0013757861635220125,0.7055844960042778,5359857
RefSoil_152,3678,0.0008435839796108642,16,73,0.01984774333877107,38,0.010331702011963024,28,0.0076128330614464385,3,0.0008156606851549756,0.5292482584165162,4359969
RefSoil_153,4052,0.0008989665434470176,8,68,0.01678183613030602,51,0.012586377097729516,22,0.005429417571569595,4,0.0009871668311944718,0.6699588099386831,4507398
RefSoil_155,1100,0.0009322531626688544,2,9,0.008181818181818182,3,0.0027272727272727275,5,0.004545454545454545,0,0.0,0.2911341876727317,1179937
RefSoil_156,4760,0.0008994737889369637,12,83,0.017436974789915967,42,0.008823529411764706,1,0.0002100840336134454,2,0.0004201680672268908,0.616590983002024,5291983
RefSoil_157,4401,0.0009093893990529208,6,92,0.02090433992274483,43,0.00977050670302204,26,0.005907748239036582,4,0.0009088843444671666,0.5622423422531739,4839511
RefSoil_158,4949,0.0009131532071438878,6,150,0.030309153364316024,113,0.022832895534451406,42,0.008486562942008486,3,0.0006061830672863204,0.6768622218056336,5419682
RefSoil_159,5122,0.0009427181830312568,4,70,0.013666536509176102,47,0.009176103084732526,2,0.0003904724716907458,4,0.0007809449433814916,0.6091801830404594,5433225
RefSoil_160,4329,0.0009324777542988969,6,0,0.0,0,0.0,19,0.004389004389004389,2,0.000462000462000462,0.6527163341927896,4642470
RefSoil_161,5284,0.000932264722248981,6,78,0.014761544284632853,36,0.006813020439061317,4,0.000757002271006813,0,0.0,0.6443644738685351,5667918
RefSoil_162,2467,0.0009096832406995305,4,56,0.022699635184434536,40,0.016214025131738953,12,0.004864207539521687,0,0.0,0.6714244046589647,2711933
RefSoil_163,4523,0.0009619953352903618,2,122,0.026973247844351095,90,0.01989829759009507,13,0.00287419854079151,3,0.0006632765863365023,0.6793271605122078,4701686
RefSoil_164,3342,0.0008588294581073938,8,39,0.011669658886894075,72,0.02154398563734291,15,0.004488330341113106,1,0.0002992220227408737,0.3850526669070293,3891343
RefSoil_166,6066,0.0008509612734061696,8,112,0.018463567424991757,59,0.00972634355423673,22,0.003626772172766238,3,0.0004945598417408506,0.6744607387146276,7128409
RefSoil_168,6053,0.0008432869662497135,8,114,0.018833636213447878,61,0.010077647447546672,21,0.003469354039319346,3,0.0004956220056170494,0.6741528295670092,7177865
RefSoil_167,4369,0.0009292355936579724,4,25,0.005722133211261158,32,0.0073243305104142824,0,0.0,2,0.00045777065690089265,0.67528118469137,4701714
RefSoil_169,7253,0.0008722301311796597,8,121,0.01668275196470426,74,0.01020267475527368,0,0.0,10,0.0013787398317937406,0.7026760737161333,8315466
RefSoil_171,3550,0.0009717739363660527,20,40,0.011267605633802818,48,0.013521126760563381,6,0.0016901408450704226,7,0.001971830985915493,0.4825837580167928,3653113
RefSoil_173,3076,0.0009032869248630313,12,49,0.015929778933680104,22,0.007152145643693108,0,0.0,2,0.0006501950585175553,0.5346175316950638,3405341
RefSoil_174,4690,0.0008936528354994729,6,40,0.008528784648187633,47,0.010021321961620469,0,0.0,13,0.002771855010660981,0.6860346070395072,5248123
RefSoil_176,4206,0.0009095015667602477,8,114,0.02710413694721826,57,0.01355206847360913,35,0.008321445553970519,2,0.00047551117451260106,0.63089870474954,4624511
RefSoil_177,4408,0.0009309561286924353,14,219,0.049682395644283124,134,0.030399274047186932,18,0.004083484573502722,6,0.0013611615245009074,0.5224731500045302,4734917
RefSoil_178,3973,0.0008473021966304116,16,78,0.019632519506670023,40,0.010067958721369242,35,0.008809463881198087,2,0.0005033979360684622,0.4410855193004905,4689000
RefSoil_179,5077,0.0009246422907379873,8,119,0.023439038802442386,68,0.013393736458538507,53,0.010439235769155012,7,0.001378766988378964,0.6161330319306647,5490772
RefSoil_180,5164,0.0008365350020403096,12,124,0.024012393493415957,139,0.02691711851278079,1,0.00019364833462432224,2,0.0003872966692486445,0.33691706396949467,6173083
RefSoil_181,6673,0.0008838650585876835,4,199,0.029821669414056645,157,0.023527648733702982,46,0.006893451221339727,6,0.0008991458114790948,0.6470161110334784,7549795
RefSoil_183,3128,0.0009715296467179039,6,20,0.00639386189258312,11,0.003516624040920716,3,0.0009590792838874681,0,0.0,0.5392884042283902,3219665
RefSoil_184,3169,0.0009218431743752614,4,38,0.011991164405175133,35,0.011044493531082361,0,0.0,3,0.0009466708740927738,0.7160091782883679,3437678
RefSoil_185,4530,0.0008710585322490674,4,45,0.009933774834437087,25,0.005518763796909493,26,0.005739514348785872,5,0.0011037527593818985,0.5356861912609947,5200569
RefSoil_186,3713,0.0009253301208038036,4,61,0.016428763802854834,32,0.008618367896579585,10,0.00269323996768112,1,0.00026932399676811203,0.6626686989205561,4012622
RefSoil_187,3166,0.0008743016080963753,6,76,0.024005053695514846,14,0.004421983575489577,0,0.0,0,0.0,0.3800348284645651,3621176
RefSoil_188,3162,0.0009534043954294481,6,96,0.030360531309297913,79,0.024984187223276406,0,0.0,4,0.001265022137887413,0.5648842647871152,3316536
RefSoil_189,5509,0.0009198241898567886,4,0,0.0,0,0.0,6,0.0010891268832819024,8,0.0014521691777092032,0.6706286394750006,5989188
RefSoil_190,5991,0.0009125509340052486,10,165,0.02754131196795193,68,0.011350358871640794,30,0.005007511266900351,6,0.00100150225338007,0.616926928752026,6565113
RefSoil_191,1765,0.0009406685941934366,4,12,0.006798866855524079,7,0.00396600566572238,0,0.0,1,0.0005665722379603399,0.3065108656549372,1876325
RefSoil_192,3374,0.0010427064629876292,10,83,0.024599881446354475,34,0.01007705986959099,1,0.0002963841138114997,2,0.0005927682276229994,0.44095543310639373,3235810
RefSoil_193,4118,0.0009192495726873496,2,40,0.009713453132588635,57,0.013841670713938806,0,0.0,4,0.0009713453132588635,0.6480771991059304,4479741
RefSoil_194,5264,0.0008664107814156204,28,44,0.008358662613981762,68,0.012917933130699088,59,0.011208206686930091,4,0.0007598784194528875,0.2948700054644449,6075640
